AGENT_NO	CODE	SUB_NO	REMARKS	REFUND	DES	INI	NAME	DEPT	INSTITUTE	ADDRESS	CITY	DISTT	COUNTRY	PIN	FASC	P	NOP	JAA	NOJAA	MS	NOMS	EPS	NOEPS	BMS	NOBMS	CS	NOCS	S	NOS	JB	NOJB	JG	NOJG	RES	NORES	AS	NOAS	CURR	NOCURR	PAID_FLAG	REMARK	ST_YR	END_YR	ST_DT	END_DT	AGENT	B	AN	AD	AD1	AD2	AC	ACO	CANCEL	EMAIL	TEL
0	IC	36124					Principal	Sri Vidya Mandir Arts and Science	"College, Vignesh Nagar"	"Katteri, Uthangaraj"	Krishnagiri 636 902		T.N.	636 902		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2012	1/1/2008												
0	IC	36125					Principal	Sri Mahaveera First Grade College		Kodangallu PO	Moodbidiri 574 197		Karnataka	574 197		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2012			Rhino									srimahaveera@rediffmail.com	
0	II	36126					Principal	KGISL Institute of Inf & Mangement	"KGiSL Campus,"	Saravanampati	Coimbatore 641 035		T.N.	641 035		1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2012	1/1/2008											info@kgisliim.ac.in	
0	II	36127					[Ref:LN College of Tech & Sciences)	Informatics India Limited	"No. 194, RV Road"	"PB No 400, Basavanagudi"	Bangalore 560 004		Karnataka	560 004		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2011	1/1/2008		"Informatics,B'lore"									info@informindia.co.in	
0	IC	36128					Principal	Bengal College of Engg & Tech For	"Women, Shilpo Kanan Road"	Bidhan Nagar	Durgapur 713 212		W.B.	713 212		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0			2008	2011												info@globepub.com	
0	IC	36129					[Ref:RVS Faculty of Engg Coimbator)	Mother India Associates	"PB 7361, AP -818,1st Street"	"G-Block, 11th Main Road, Anna Nagar"	Chennai 600 040		T.N.	600 040		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012													
0	IC	36130					[Ref:Sri Ramanuja Engg Colg.Vanada	Mother India Associates	"PB 7361, No.AP-94,1st Street"	"G Block,IIthe Main Road, Anna Nagar"	Chennai 600 040		T.N.	600 040		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2011			Mother India									nbalsubraman@dataone.in	
0	IC	36131					(Ref:Bhujbal Knowledge city Colleg)	Apex Subscription Pvt Ltd	"G-116 Shagun Arcade, Gen AKV Marg"	Dindoshi Malad (E)	Mumbai 400 097		M.S.	400 097		0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0			2008	2012												info@apexsubs.com	
0	II	36132					Librarian	Swami Keshvanand Institute of	Technology M&G	Raminagaria (Jagatpura)	Jaipur 302 025		Rajasthan	302 025		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2012												info@skiot.ac.in	
0	IC	36133					Librarian	Kalyani Government Engg. College			Kalyani 741 234		W.B.	741 234		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0			2008	2008													
0	IC	36134					Principal	Mahendra Engineering College for	"Women, Kumaramangalam"	"Namakkal Road, Thiruchengode"	Namakkal 637 205		T.N.	637 205		1	1	1	1	1	11	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1			2008	2012	1/1/2008												
0	IC	36135					Principal	VS Lakshmi Engineering College for	"Women, South Campus NH 214"	Kakinada-Yanam Road	Matlapalem 533 461		A.P.	533 461		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2008	1/1/2008												
0	II	36136					University Librarian	Chhatrapati Sahu Ji Maharaj Univ.	Central Library	Kalyanpur	Kanpur 208 024		U.P.	208 024		1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1			2008	2008	1/1/2008												
0	IC	36137					Principal	Shree Venkateshwara Hi-Tech Engg.	"College, Erode - Gobi Main Road"	"Sri Kalaivani Nagar, Othakuthirai"	Gobichettipalayam638455		T.N.	638 455		1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2012	1/1/2008												
0	IC	36138					Chairman	RN College of Engineering & Tech.	Assandh Road	Madlauda	Panipat 132 103		Haryana	132 103		1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0			2008	2008	1/1/2008												
0	II	36139					Principal	Srinivasa Ramanujan Institute of	"Technology, Rotarypuram (v)"	BK Samudram Mandal	Anantapur 515 701		A.P.	515 701		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2012	1/1/2008												
0	IC	36140					"Mr Bothra, Chairman"	Alamuri Ratnamala College of Engg &	"Tech.106, Royal Tower,Plot 52"	Sect 8(A)Nr Property Reg Off.Airoli	Navi Mumbai 400 708		M.S.	400 708		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1			2008	2008	1/1/2008												
0	II	36141					Secretary & Correspondent	Khammam Institute of Technology &	Sciences	"Ponnekallu (V), Khammam (R)"	Khammam Dist 507 170		A.P.	507 170		1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0			2008	2011													
0	IC	36142					Principal	KMM Institute of Technology &	Science	Ramireddypalli	Tirupati 517 102		A.P.	517 102		1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1			2008	2011	1/1/2008											kmmits@gmail.com	
0	IC	36143					Principal	College of Engineering	Kidangoor South P.O.		Kottayam 686 583		Kerala	686 583		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2010													
0	IC	36144					Librarian	SFS College	Seminary Hills		Nagpur 440 006		M.S.	440 006		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1			2008	2010													
0	II	36145					Principal	Janpragati Education Society	C/O Laxmi Medical Stores	"Shop No 42/43/44, Zone B, GE Road"	Raipur 492 001		Chattisgarah			0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0			2008	2008													
0	II	36146					Principal	Vidyalankar Inst of Technology	Vidyalankar Educational Campus	"Vidyalankar Marg, Wadala East"	Mumbai 400 037		M.S.	400 037		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0			2008	2010													
0	IC	36147	cs/120 no 5 returned				Principal	RK College of Engineering	Kethanakonda (PO)	Ibrahimpatnam (Md)	Vijayawada 521 456		A.P.	521 456		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1			2008	2012	1/1/2008											rkcevza@gmail.com	
0	IC	36148					Principal	BVSR Engineering College	Kurnool Road	Prakasam Dist	Chimakurthy 523 226		A.P.	523 226		1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0			2008	2012												bvsrec@gmail.com	
0	IC	36149					(Ref:Thanthai Hans Roever College)	Higginbotams Private Limited	116 Anna Salai		Chennai 600 002		T.N.	600 002		1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1			2008	2012	1/1/2008												
0	IC	36150					Principal	Babe Ke College of Education	V.PO Mudki	Tq & Dist Ferozapur	Ferozpur 140 060		Punjab	140 060		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2011	1/1/2008											mudki_college@yahoo.in	
0	IC	36151					The Director	St. Joan's College of Vocational	Studies	"Pocket-5, Jasola"	New Delhi 110 025		Delhi	110 025		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2008													
0	II	36152					Librarian	Sant Longowal Inst. of Engg & Tech	P.O.Longowal		Sangrur 148 106		Punjab	148 106		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2011													
0	IC	36153					Principal	Sai Sree College of  Diploma in Edn	"377/B, 7/7/12, 77/12 12B"	"Nehru Nagar, Dhone Village & Post"	Kurnool 518 222		A.P.	518 222		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2012	1/1/2008											mtvdex@gmail.com	
0	II	36154					Faculty Engg Life Scs & Mgmt	IASE University	Gandhi Vidya Mandir	Sardarshahar	Churu 331 401		Rajasthan	331 401		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2011													
0	II	36155					Head	Department of Biotechnology	"2nd Floor, Life Science Bldg"	"Vidyanagri, Santacrus (E)"	Mumbai 400 098		M.S.	400 098		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1			2008	2012													
0	IC	36156					Principal	SK Patil B Ed College	A/P Prayag Chikhali	"Tq Karveere, Ambewadi"	Olhapur 416 229		M.S.	416 229		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2012	1/1/2008												
0	IC	36157					Trustee	A-One Pharmacy College	Divaba Education Trust	"Enasan, Naroda-Dehgam Road"	Ahmedabad 382 330		Gujarat	382 330		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2009													
0	IC	36158					Principal	Shri SK Patil MEd. College	Chikhali	Tq Karveer	Kolhapur 416 229		M.S.	416 229		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2011													
0	IC	36159					Principal	Ratnam Institute of Pharmacy	Pidathapolur	Vil & PO Muthukur Mandal	Nellore 524 346		A.P.	524 346		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2011	1/1/2008											pharma_guidance@rediffmail.com	
0	IC	36160					Librarian	Chaithany Bharati Inst. of Tech.	Vidya Nagar	Proddatur	Kadapa 516 001		A.P.	516 001		0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1			2008	2012	1/1/2008												
0	IC	36161					Principal	Annai Therasa Arts & Science	"College, Mangalam"	Kancheepuram Dist	Thirukazhukundram603109		T.N.	603 109		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0			2008	2009													
0	II	36162					Chairman	RB Institute of Technology	Jalesar Road		Agra 282 006		U.P.	282 006		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0			2008	2009	7/1/2008										7		
0	IC	36163					Principal	Vamanrao Ithape D.Pharmacy College	Velhale	"Post Rajapur, Tq Sangamner"	Ahmednagar 414 001		M.S.	414 001		1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1			2008	2011													
0	IC	36164					Principal	SR & BGNR Govt.Arts & Science	College		Khammam 507 002		A.P.	507 002		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	5	1			2008	2018	1/1/2008												
0	IC	36165					(Ref: PRAKASH INST OF PHYSI)	Central News Agency P Ltd	4-E/15 Jhandewalan Ext		New Delhi 110 055		Delhi	110 055		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2008													
0	IC	36166					Librarian	Velammal Institute of Technology	Department of Physics	"Chennai Kolkata High Rd, Panchetti"	Thiruvallur 601 204		T.N.	601 204		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2011	1/1/2008											info@velammalit.com	
0	II	36167					Librarian	Velammal Institute of Technology	Department of Mathematics	Chennai Kolkata High Rd. Panchetti	Thiruvallur 601 204		T.N.	601 204		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2008													
0	II	36168					Librarian	Sai Institute of Pharmacy	GT Road	Nr Civil Hospital VPO Mannawala	Amritsar 143 115		Punjab	143 115		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0			2008	2012	1/1/2008											pharma_guidance@rediffmail.com	
0	II	36169					Chairman	KKR & KSR Institute of Technology	& Sciences	Vinjanampadu	Guntur 522 017		A.P.	522 017		1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0			2008	2010	1/1/2008												
0	IC	36170					(Ref: Pravara Rural Medical College	Rhino International Agencies	"74, Mahavir Centre"	"Sector 17, Vashi"	Navi Mumbai 400 703		M.S.	400 703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012												rhino1@vsnl.com	
0	IC	36171					(Ref:Pravara Rural School of Biosc)	Rhino International Agencies	74 Mahavir Centre	Sector 17 Vashi	Navi Mumbai 400 703		M.S.	400 703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012												rhino1@vsnl.com	
0	II	36172					Sangram Mudali	Apex Inst of Tech. & Mangement	"C/o SJ Charitable Trust,502 Block D"	"Rajendra Vihar, Forest Park"	Bhubaneswar 751 009		Orissa	751 009		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0			2000	2012	1/1/2009										\	smudali@rediffmail.com	
0	IC	36173					Principal	Vivekanandha College for Women	Unjanai Village	"Elayampalayam, Tiruchengodu"	Namakkal 637 205		T.N.	637 205		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0			2009	2011	1/1/2009												
0	IC	36174					Principal	Visvesvaraya College of Engg Tech.	(Vill) M P Patelguda	(Mdl)Ibrahimpatnam	RR Dist 501 510		A.P.	501 510		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2010	7/1/2007												
0	IC	36175					Principal	Abbnoor Polytechnic College	Ferozepur Road		Faridkot 151 203		Punjab	151 203		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2010	7/1/2010												
0	IC	36176					Principal	BGS Institute of Technology	BG Nagar	Nagamangala Tq	Mandya 571 448		Karnataka	571 448		1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1			2009	2011	1/1/2009												
0	II	36177					Secretary	Galaxy Institute of Technology	and Management	"Vill. Bhaini Kalan, Tq Nilokheri"	Karnal 132 001		Haryana	132 001		0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0			2008	2012													
0	II	36178					Librarian	DR College of Engineering & Tech.	PO Kakoda	Tehsil Israna	Panipat 132 107		Haryana	132 107		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2008													
0	II	36179					(Ref: Sant Longowal Inst. OF ENGG)	Allied Publishers Subs. Agency	1/13-14	Asaf Ali Road	New Delhi 110 002		Delhi	110 002		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2011	1/1/2008												
0	IC	36180					Librarian	Nehru Arts & Science College	'Nehru Gardens'	Thirumalayampalayam	Coimbatore 641 105		T.N.	641 105		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2012	1/1/2008											nasc@nehrucolleges.com	
0	IC	36181					Director	Mount Zion College of Engineering	"and Technology, Lena Vilakku"	"Pillivalam & Post, Thirumayam Tq"	Pudukkottai 622 507		T.N.	622 507		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1			2008	2012	1/1/2008												
0	IC	36182					Principal	Government First Grade College		Chikodi	Belgaum  591 201		Karnataka	591 201		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2012	1/1/2008												
0	II	36183					(Ref:SGT Instof Engg & Technology)	IBH Journals Service	Rajendra Mansions. 1st Floor	"19-A, Ansari Road,Daryaganj"	New Delhi 110 002		Delhi	110 002		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2011												journals-delhi@ibhworld.com	
0	II	36184					Librarian	Singhania University	Pacheri Bari	Distt JJN	Pacheri Bari 333 515		Rajasthan	333 515		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0			2008	2008													
0	II	36185					Principal	SUM Govt. Degree College		Kondanagula	Mahabubnagar 509 375		A.P.	509 375		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0			2008	2008	1/1/2008												
0	II	36186					Librarian	KK Sanskrit University		Ramtek	Nagpur 441 106		M.S.	441 106		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2010	1/1/2008												
0	II	36187					(Ref: Research Design & Standards)	Alliance Books Suppliers Pvt Ltd	"B-602, MIG Flat DDA"	East of Loni Rd. P.O.Box 8901	Delhi 110 093		Delhi	110 093		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2009													
0	IC	36188					Principal	Kalpana Chawla Institute of Engg	"& Technology, House No.2160"	Sector 15 B	Chandigarh 160 015		Chandigarh	160 015		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2008	1/1/2008												
0	IC	36189					Principal	Charampa Mahavidyalaya		P.O. Charampa	Bhadrak 756 101		Orissa	756 101		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1			2008	2008	1/1/2008												
0	IC	36190					Principal	Asan Memorial College of Arts &	"Science, Valachery-Tambaram Road"	Jaladampet	Chennai 600 100		T.N.	600 100		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2012													
0	IC	36191					Principal	Nilkanthro Shinde Science & Arts	College	Bhadrawati	Chandrapur 442 902		M.S.	442 902		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1			2008	2012	1/1/2008											thenganekd@yahoo.com	
0	II	36192	This was going to the Agent Rainbow Jnls	changed wef 10/06/2010			Director	Regional Medical Research Centre	"BD-47, Rabindra Pally"	PO Prafullakanan	Port Blair 744 101		A&N Island	744 101		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2010													
0	IC	36193					(Ref:Lab for Electro Optics System)	Apex Subscription Pvt Ltd	"G 116 Shagun Arcade, Gen AKV Marg"	"Dindoshi, Malad (E)"	Mumbai 400 097		M.S.	400 097		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012												info@apexsubs.com	
0	IC	36194					Principal	MB Patel Science College	Charotar Education Society	B/h DN High School	Anand 388 001		Gujarat	388 001		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	1	0	0	5	1			2008	2012	1/1/2008												
0	II	36195					Principal	SVS Institute of Technology	Bheemaram (Vill)	Hasanparthy (M)	Warangal 506 015		A.P.	506 015		1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0			2008	2009													
0	IC	36196					Librarian	GVM Girls College Library		Murthal Road	Sonepat 131 001		Haryana	131 001		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2011													
0	II	36197					(Ref:Apex Inst of Tech/Ram A812)	Central News Agency Pvt Limited	4-E/15 Jhandewalan Extension		New Delhi 110 055		Delhi	110 055		1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012												subs@cna.co.in	
0	IC	36198					Secretary	Lisieux College of Education		Saravanampatty Post	Coimbatore 641 035		T.N.	641 035		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2012	1/1/2008											lisieux_bd@yahoo.in	
0	IC	36199					Principal	Vidarbh Youth Welfare Society's	"Polytechnic , Anjangaon Bari Road"	Bandera (Rly)	Amravati 444 701		M.S.	444 701		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0			2008	2012												subscriptioncentre37@yahoo.com	
0	II	36200					Principal	Sree Narayana Guru College of Engg.	"& Technology, Chalakode PO"	Kannur Dist	Payyanur 670 307		Kerala	670 307		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0			2008	2012	1/1/2008											sngcet@bsnl.in	
0	IC	36201					Principal	SDM College of Dental Sciences and	Hospital	Sattur	Dharwad 580 009		Karnataka	580 009		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2008	1/1/2008												
0	II	36202					Registrar	UM-DAE Centre for Excellence in	"Basic Sc. 1st Floor,Health Centre"	"Kalina Campus, Santa Cruz East"	Mumbai 400 098		M.S.	400 098		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0			2008	2009	1/1/2008												
0	IC	36203					Principal	KS Polytechnic	"No.14, Raghuvanahalli, 9th Phase"	"JP Nagar, Kanakapura Road"	Bangalore 560 062		Karnataka	560 062		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2009	2012	1/1/2009											kspolytechnic@yahoo.com	
0	IC	36204					Principal	"RS Bidkar Aarts, Commerce & Science"	College	Hinganghat	Wardha 442 301		M.S.	442 301		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1			2008	2008	7/1/2008												
0	II	36205					Librarian	St Paul Instof Professional Studies	"7,Boundary Road (Residency Area)"	Lalaram Nagar Road	Indore 452 001		M.P.	452 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0			2008	2012													
0	II	36206					Librarian	Coastal Institute of Tech. & Managm	"Narapam (V), Veerabadrapuram (P)"	Kothavalasa (M)	Vixianagaram 535 183		A.P.	535 183		1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	2	1	0	0	0	0			2008	2012	1/1/2008											ctacademy07@yahoo.co.in	
0	II	36207					(Ref: ID 123 IMS Engg College )	South Asia Distributors & Publisher	"92-C (Part), 1st Floor,SPAN House"	"Gurudwara Road, Madangir"	New Delhi 110 062		Delhi	110 062		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2011	1/1/2008											sadpondia@yahoo.co.in	
0	II	36208					(Ref:ID 95 Hi-Tech Inst of Engg)	South Asia Distributors & Publisher	"92-C (Part),1stFloor, SPAN House"	"Gurudwara Road, Madangir"	New Delhi 110 062		Delhi	110 062		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2012												sadpindia@yahoo.co.in	
0	II	36209					"(Ref: IIT of Raj, Jodhpur)"	International subscription Agency	"Flat No 2,Nirala Market"	Nirala Nagar	Lucknow 226 020		U.P.	226 020		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2012	1/1/2010											info@sa.in.intl@bsnl.in	
0	IC	36210					(Ref: ID 86 ITS Egnineering College	South Asia Distributors & Publisher	"92 -C (Part), 1st Floor,SPAN House"	"Gurudwara Raod,Madangir"	New Delhi 110 062		Delhi	110 062		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0			2008	2011	1/1/2008											sadpindia@yahoo.co.in	
0	IC	36211					Principal	Smt Radhabai Sarda College of Arts	Commerce	Anjangaon (Surji)	Amravati 444 705		M.S.	444 705		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1			2008	2012	1/1/2008												
0	II	36212					Director	Geeta Engineering College	Village Naultha	Gohana Road	Panipat 132 103		Haryana	132 103		0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0			2008	2012	1/1/2008												
0	IC	36213					Principal	Jind Institute of Engineering &	Technology	Panipat Road	Jind 126 102		Haryana	126 102		1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1			2008	2012												jiet.librarian@gmail.com	
0	IC	36214					Principal	Swami Sawarkar Mahavidyalaya	(Arts Science & Commerce)	College Campus	Beed 431 122		M.S.	431 122		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1			2008	2012													
0	IC	36215					(Ref: R D  Engineering College)	IBH Journals Service	Rajendra Mansions. 1st Floor	"19-A, Ansari Road,Daryaganj"	New Delhi 110 002		Delhi	110 002		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2008	2008													
0	IC	36216					Principal	Cauvery College of Engineering and	Technology	Perur	Trichy 639 103		T.N.	639 103		1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0			2008	2012	1/1/2008												
0	IC	36217					Prof & Head Dept of Physics	KVG College of Engineering	Kurunjibag	D.K.	Sullia 574 327		Karnataka	574 327		0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			2008	2011													
0	IC	36218					Principal	Muslim Arts College		Thivithangode	Kanyakumari 629 174		T.N.	629 174		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012													
0	IC	36219					Principal	Arulmighu Pannerpadiyan College	Nagagiri P.O.	Vaagaikulam	Tirunelveli 627 108		T.N.	627 108		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2008													
0	IC	36220					Principal	SFR College for Women			Sivakasi 626 123		T.N.	626 123		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012													
0	II	36221					Principal	Varuvan Vadivelan Inst. of Tech.		Nallanahalli	Dharmapuri 636 701		T.N.	636 701		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2008													
0	IC	36222					Principal	Greentech College of Engineering	For Women	"Narasinghapuram PO, Attur Tk"	Salem 636 108		T.N.	636 108		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2008													
0	II	36223					Principal	Bharathiyar Teachers Training Inst.		"Deviyakurichi P.O., Attur Tk"	Attur 636 102		T.N.	636 102		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2008													
0	IC	36224					Principal	Mahabharathi Engineering College	"Vasudevanur,Chinnasalem"	Kallakurichi Tq	Villpuram 606 201		T.N.	606 201		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2011													
0	IC	36225					Principal	EMG Yadhava College for Women			Madurai 625 014		T.N.	625 014		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1			2008	2012													
